timestamp,source_file,level,indicator_tags,ip_src,ip_dst,service,message,line_number
1900-12-10 07:08:28,OpenSSH_2k.log,INFO,error,173.234.31.186,,,LabSZ sshd[24208]: reverse mapping checking getaddrinfo for ns.marryaldkfaczcz.com [] failed - POSSIBLE BREAK-IN ATTEMPT!,15
1900-12-10 07:08:28,OpenSSH_2k.log,INFO,error,173.234.31.186,,,LabSZ sshd[24208]: Invalid user webmaster from,16
1900-12-10 07:08:28,OpenSSH_2k.log,INFO,error,,,,LabSZ sshd[24208]: input_userauth_request: invalid user webmaster [preauth],17
1900-12-10 07:08:28,OpenSSH_2k.log,INFO,security,,,,LabSZ sshd[24208]: pam_unix(sshd:auth): check pass; user unknown,18
1900-12-10 07:08:28,OpenSSH_2k.log,INFO,error;security,173.234.31.186,,,LabSZ sshd[24208]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=,19
1900-12-10 07:08:30,OpenSSH_2k.log,INFO,error,173.234.31.186,,,LabSZ sshd[24208]: Failed password for invalid user webmaster from port 39257 ssh2,20
1900-12-10 07:08:30,OpenSSH_2k.log,INFO,,173.234.31.186,,,LabSZ sshd[24208]: Connection closed by [preauth],21
1900-12-10 07:11:42,OpenSSH_2k.log,INFO,error,202.100.179.208,,,LabSZ sshd[24224]: Invalid user chen from,22
1900-12-10 07:11:42,OpenSSH_2k.log,INFO,error,,,,LabSZ sshd[24224]: input_userauth_request: invalid user chen [preauth],23
1900-12-10 07:11:42,OpenSSH_2k.log,INFO,security,,,,LabSZ sshd[24224]: pam_unix(sshd:auth): check pass; user unknown,24
1900-12-10 07:11:42,OpenSSH_2k.log,INFO,error;security,202.100.179.208,,,LabSZ sshd[24224]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=,25
1900-12-10 07:11:44,OpenSSH_2k.log,INFO,error,202.100.179.208,,,LabSZ sshd[24224]: Failed password for invalid user chen from port 32484 ssh2,26
1900-12-10 07:11:44,OpenSSH_2k.log,INFO,,202.100.179.208,,,LabSZ sshd[24224]: Received disconnect from : 11: Bye Bye [preauth],27
1900-12-10 07:13:31,OpenSSH_2k.log,INFO,error;security,5.36.59.76,,,LabSZ sshd[24227]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=.dynamic-dsl-ip.omantel.net.om user=root,28
1900-12-10 07:13:43,OpenSSH_2k.log,INFO,error,5.36.59.76,,,LabSZ sshd[24227]: Failed password for root from port 42393 ssh2,29
1900-12-10 07:13:56,OpenSSH_2k.log,INFO,error,5.36.59.76,,,LabSZ sshd[24227]: message repeated 5 times: [ Failed password for root from port 42393 ssh2],30
1900-12-10 07:13:56,OpenSSH_2k.log,INFO,security,,,,LabSZ sshd[24227]: Disconnecting: Too many authentication failures for root [preauth],31
1900-12-10 07:13:56,OpenSSH_2k.log,INFO,security,5.36.59.76,,,LabSZ sshd[24227]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=.dynamic-dsl-ip.omantel.net.om user=root,32
1900-12-10 07:13:56,OpenSSH_2k.log,INFO,,,,,LabSZ sshd[24227]: PAM service(sshd) ignoring max retries; 6 > 3,33
1900-12-10 07:27:50,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24235]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,34
1900-12-10 07:27:52,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24235]: Failed password for root from port 45378 ssh2,35
1900-12-10 07:27:52,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24235]: Received disconnect from : 11: Bye Bye [preauth],36
1900-12-10 07:27:53,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24237]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,37
1900-12-10 07:27:55,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24237]: Failed password for root from port 47068 ssh2,38
1900-12-10 07:27:55,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24237]: Received disconnect from : 11: Bye Bye [preauth],39
1900-12-10 07:27:55,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24239]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,40
1900-12-10 07:27:58,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24239]: Failed password for root from port 49188 ssh2,41
1900-12-10 07:27:58,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24239]: Received disconnect from : 11: Bye Bye [preauth],42
1900-12-10 07:27:58,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24241]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,43
1900-12-10 07:28:00,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24241]: Failed password for root from port 50999 ssh2,44
1900-12-10 07:28:00,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24241]: Received disconnect from : 11: Bye Bye [preauth],45
1900-12-10 07:28:01,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24243]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,46
1900-12-10 07:28:03,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24243]: Failed password for root from port 52660 ssh2,47
1900-12-10 07:28:03,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24243]: Received disconnect from : 11: Bye Bye [preauth],48
1900-12-10 07:28:03,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24245]: Invalid user pgadmin from,49
1900-12-10 07:28:03,OpenSSH_2k.log,INFO,error,,,,LabSZ sshd[24245]: input_userauth_request: invalid user pgadmin [preauth],50
1900-12-10 07:28:03,OpenSSH_2k.log,INFO,security,,,,LabSZ sshd[24245]: pam_unix(sshd:auth): check pass; user unknown,51
1900-12-10 07:28:03,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24245]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=,52
1900-12-10 07:28:05,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24245]: Failed password for invalid user pgadmin from port 54087 ssh2,53
1900-12-10 07:28:05,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24245]: Received disconnect from : 11: Bye Bye [preauth],54
1900-12-10 07:28:06,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24247]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,55
1900-12-10 07:28:08,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24247]: Failed password for root from port 55618 ssh2,56
1900-12-10 07:28:08,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24247]: Received disconnect from : 11: Bye Bye [preauth],57
1900-12-10 07:28:08,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24249]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,58
1900-12-10 07:28:10,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24249]: Failed password for root from port 57138 ssh2,59
1900-12-10 07:28:10,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24249]: Received disconnect from : 11: Bye Bye [preauth],60
1900-12-10 07:28:10,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24251]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,61
1900-12-10 07:28:12,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24251]: Failed password for root from port 58304 ssh2,62
1900-12-10 07:28:12,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24251]: Received disconnect from : 11: Bye Bye [preauth],63
1900-12-10 07:28:12,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24253]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,64
1900-12-10 07:28:14,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24253]: Failed password for root from port 59849 ssh2,65
1900-12-10 07:28:14,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24253]: Received disconnect from : 11: Bye Bye [preauth],66
1900-12-10 07:28:14,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24255]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,67
1900-12-10 07:28:16,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24255]: Failed password for root from port 32977 ssh2,68
1900-12-10 07:28:16,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24255]: Received disconnect from : 11: Bye Bye [preauth],69
1900-12-10 07:28:16,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24257]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,70
1900-12-10 07:28:18,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24257]: Failed password for root from port 35113 ssh2,71
1900-12-10 07:28:18,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24257]: Received disconnect from : 11: Bye Bye [preauth],72
1900-12-10 07:28:19,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24259]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,73
1900-12-10 07:28:21,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24259]: Failed password for root from port 37035 ssh2,74
1900-12-10 07:28:21,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24259]: Received disconnect from : 11: Bye Bye [preauth],75
1900-12-10 07:28:21,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24261]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,76
1900-12-10 07:28:23,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24261]: Failed password for root from port 39041 ssh2,77
1900-12-10 07:28:23,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24261]: Received disconnect from : 11: Bye Bye [preauth],78
1900-12-10 07:28:23,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24263]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,79
1900-12-10 07:28:25,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24263]: Failed password for root from port 40388 ssh2,80
1900-12-10 07:28:25,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24263]: Received disconnect from : 11: Bye Bye [preauth],81
1900-12-10 07:28:25,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24265]: Invalid user utsims from,82
1900-12-10 07:28:25,OpenSSH_2k.log,INFO,error,,,,LabSZ sshd[24265]: input_userauth_request: invalid user utsims [preauth],83
1900-12-10 07:28:25,OpenSSH_2k.log,INFO,security,,,,LabSZ sshd[24265]: pam_unix(sshd:auth): check pass; user unknown,84
1900-12-10 07:28:25,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24265]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=,85
1900-12-10 07:28:28,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24265]: Failed password for invalid user utsims from port 41506 ssh2,86
1900-12-10 07:28:28,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24265]: Received disconnect from : 11: Bye Bye [preauth],87
1900-12-10 07:28:28,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24267]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,88
1900-12-10 07:28:30,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24267]: Failed password for root from port 42881 ssh2,89
1900-12-10 07:28:30,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24267]: Received disconnect from : 11: Bye Bye [preauth],90
1900-12-10 07:28:31,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24269]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,91
1900-12-10 07:28:33,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24269]: Failed password for root from port 43981 ssh2,92
1900-12-10 07:28:33,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24269]: Received disconnect from : 11: Bye Bye [preauth],93
1900-12-10 07:28:33,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24271]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,94
1900-12-10 07:28:35,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24271]: Failed password for root from port 44900 ssh2,95
1900-12-10 07:28:35,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24271]: Received disconnect from : 11: Bye Bye [preauth],96
1900-12-10 07:28:35,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24273]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,97
1900-12-10 07:28:37,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24273]: Failed password for root from port 45699 ssh2,98
1900-12-10 07:28:37,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24273]: Received disconnect from : 11: Bye Bye [preauth],99
1900-12-10 07:28:37,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24275]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,100
1900-12-10 07:28:39,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24275]: Failed password for root from port 46577 ssh2,101
1900-12-10 07:28:39,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24275]: Received disconnect from : 11: Bye Bye [preauth],102
1900-12-10 07:28:40,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24277]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,103
1900-12-10 07:28:42,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24277]: Failed password for root from port 47836 ssh2,104
1900-12-10 07:28:42,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24277]: Received disconnect from : 11: Bye Bye [preauth],105
1900-12-10 07:28:42,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24279]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,106
1900-12-10 07:28:44,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24279]: Failed password for root from port 49133 ssh2,107
1900-12-10 07:28:44,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24279]: Received disconnect from : 11: Bye Bye [preauth],108
1900-12-10 07:28:45,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24281]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,109
1900-12-10 07:28:46,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24281]: Failed password for root from port 50655 ssh2,110
1900-12-10 07:28:46,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24281]: Received disconnect from : 11: Bye Bye [preauth],111
1900-12-10 07:28:47,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24283]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,112
1900-12-10 07:28:49,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24283]: Failed password for root from port 51982 ssh2,113
1900-12-10 07:28:49,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24283]: Received disconnect from : 11: Bye Bye [preauth],114
1900-12-10 07:28:49,OpenSSH_2k.log,INFO,error;security,112.95.230.3,,,LabSZ sshd[24285]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,115
1900-12-10 07:28:51,OpenSSH_2k.log,INFO,error,112.95.230.3,,,LabSZ sshd[24285]: Failed password for root from port 53584 ssh2,116
1900-12-10 07:28:51,OpenSSH_2k.log,INFO,,112.95.230.3,,,LabSZ sshd[24285]: Received disconnect from : 11: Bye Bye [preauth],117
1900-12-10 07:32:24,OpenSSH_2k.log,INFO,error;security,123.235.32.19,,,LabSZ sshd[24287]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,118
1900-12-10 07:32:27,OpenSSH_2k.log,INFO,error,123.235.32.19,,,LabSZ sshd[24287]: Failed password for root from port 40652 ssh2,119
1900-12-10 07:32:27,OpenSSH_2k.log,INFO,,123.235.32.19,,,LabSZ sshd[24287]: Received disconnect from : 11: Bye Bye [preauth],120
1900-12-10 07:32:27,OpenSSH_2k.log,INFO,error;security,123.235.32.19,,,LabSZ sshd[24289]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,121
1900-12-10 07:32:29,OpenSSH_2k.log,INFO,error,123.235.32.19,,,LabSZ sshd[24289]: Failed password for root from port 49720 ssh2,122
1900-12-10 07:32:29,OpenSSH_2k.log,INFO,,123.235.32.19,,,LabSZ sshd[24289]: Received disconnect from : 11: Bye Bye [preauth],123
1900-12-10 07:33:58,OpenSSH_2k.log,INFO,error;security,123.235.32.19,,,LabSZ sshd[24291]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,124
1900-12-10 07:34:00,OpenSSH_2k.log,INFO,error,123.235.32.19,,,LabSZ sshd[24291]: Failed password for root from port 45568 ssh2,125
1900-12-10 07:34:00,OpenSSH_2k.log,INFO,,123.235.32.19,,,LabSZ sshd[24291]: Received disconnect from : 11: Bye Bye [preauth],126
1900-12-10 07:34:02,OpenSSH_2k.log,INFO,error;security,123.235.32.19,,,LabSZ sshd[24293]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,127
1900-12-10 07:34:04,OpenSSH_2k.log,INFO,error,123.235.32.19,,,LabSZ sshd[24293]: Failed password for root from port 48588 ssh2,128
1900-12-10 07:34:06,OpenSSH_2k.log,INFO,,123.235.32.19,,,LabSZ sshd[24293]: Received disconnect from : 11: Bye Bye [preauth],129
1900-12-10 07:34:07,OpenSSH_2k.log,INFO,error;security,123.235.32.19,,,LabSZ sshd[24295]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,130
1900-12-10 07:34:10,OpenSSH_2k.log,INFO,error,123.235.32.19,,,LabSZ sshd[24295]: Failed password for root from port 50950 ssh2,131
1900-12-10 07:34:10,OpenSSH_2k.log,INFO,,123.235.32.19,,,LabSZ sshd[24295]: Received disconnect from : 11: Bye Bye [preauth],132
1900-12-10 07:34:13,OpenSSH_2k.log,INFO,error;security,123.235.32.19,,,LabSZ sshd[24297]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,133
1900-12-10 07:34:15,OpenSSH_2k.log,INFO,error,123.235.32.19,,,LabSZ sshd[24297]: Failed password for root from port 54024 ssh2,134
1900-12-10 07:34:15,OpenSSH_2k.log,INFO,,123.235.32.19,,,LabSZ sshd[24297]: Received disconnect from : 11: Bye Bye [preauth],135
1900-12-10 07:34:21,OpenSSH_2k.log,INFO,error;security,123.235.32.19,,,LabSZ sshd[24299]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,136
1900-12-10 07:34:23,OpenSSH_2k.log,INFO,error,123.235.32.19,,,LabSZ sshd[24299]: Failed password for root from port 57100 ssh2,137
1900-12-10 07:34:24,OpenSSH_2k.log,INFO,,123.235.32.19,,,LabSZ sshd[24299]: Received disconnect from : 11: Bye Bye [preauth],138
1900-12-10 07:34:33,OpenSSH_2k.log,INFO,,123.235.32.19,,,LabSZ sshd[24301]: Did not receive identification string from,139
1900-12-10 07:35:15,OpenSSH_2k.log,INFO,,177.79.82.136,,,LabSZ sshd[24303]: Did not receive identification string from,140
1900-12-10 07:42:49,OpenSSH_2k.log,INFO,error,183.136.162.51,,,LabSZ sshd[24318]: Invalid user inspur from,141
1900-12-10 07:42:49,OpenSSH_2k.log,INFO,error,,,,LabSZ sshd[24318]: input_userauth_request: invalid user inspur [preauth],142
1900-12-10 07:42:49,OpenSSH_2k.log,INFO,security,,,,LabSZ sshd[24318]: pam_unix(sshd:auth): check pass; user unknown,143
1900-12-10 07:42:49,OpenSSH_2k.log,INFO,error;security,183.136.162.51,,,LabSZ sshd[24318]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=,144
1900-12-10 07:42:51,OpenSSH_2k.log,INFO,error,183.136.162.51,,,LabSZ sshd[24318]: Failed password for invalid user inspur from port 55204 ssh2,145
1900-12-10 07:42:51,OpenSSH_2k.log,INFO,,183.136.162.51,,,LabSZ sshd[24318]: Received disconnect from : 11: Bye Bye [preauth],146
1900-12-10 07:48:00,OpenSSH_2k.log,INFO,error,191.210.223.172,,,LabSZ sshd[24321]: reverse mapping checking getaddrinfo for 191-210-223-172.user.vivozap.com.br [] failed - POSSIBLE BREAK-IN ATTEMPT!,147
1900-12-10 07:48:00,OpenSSH_2k.log,INFO,error;security,191.210.223.172,,,LabSZ sshd[24321]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=root,148
1900-12-10 07:48:03,OpenSSH_2k.log,INFO,error,191.210.223.172,,,LabSZ sshd[24321]: Failed password for root from port 31473 ssh2,149
1900-12-10 07:48:03,OpenSSH_2k.log,INFO,,191.210.223.172,,,LabSZ sshd[24321]: Connection closed by [preauth],150
1900-12-10 07:51:09,OpenSSH_2k.log,INFO,,195.154.37.122,,,LabSZ sshd[24323]: Did not receive identification string from,151
1900-12-10 07:51:12,OpenSSH_2k.log,INFO,error,195.154.37.122,,,LabSZ sshd[24324]: reverse mapping checking getaddrinfo for 195-154-37-122.rev.poneytelecom.eu [] failed - POSSIBLE BREAK-IN ATTEMPT!,152
1900-12-10 07:51:12,OpenSSH_2k.log,INFO,error,195.154.37.122,,,LabSZ sshd[24324]: Invalid user support from,153
1900-12-10 07:51:12,OpenSSH_2k.log,INFO,error,,,,LabSZ sshd[24324]: input_userauth_request: invalid user support [preauth],154
1900-12-10 07:51:12,OpenSSH_2k.log,INFO,security,,,,LabSZ sshd[24324]: pam_unix(sshd:auth): check pass; user unknown,155
1900-12-10 07:51:12,OpenSSH_2k.log,INFO,error;security,195.154.37.122,,,LabSZ sshd[24324]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=,156
1900-12-10 07:51:15,OpenSSH_2k.log,INFO,error,195.154.37.122,,,LabSZ sshd[24324]: Failed password for invalid user support from port 56539 ssh2,157
1900-12-10 07:51:15,OpenSSH_2k.log,ERROR,error;security,195.154.37.122,,,LabSZ sshd[24324]: : Received disconnect from : 3: com.jcraft.jsch.JSchException: Auth fail [preauth],158
1900-12-10 07:51:17,OpenSSH_2k.log,INFO,error,195.154.37.122,,,LabSZ sshd[24326]: reverse mapping checking getaddrinfo for 195-154-37-122.rev.poneytelecom.eu [] failed - POSSIBLE BREAK-IN ATTEMPT!,159
1900-12-10 07:51:18,OpenSSH_2k.log,INFO,error;security,195.154.37.122,,,LabSZ sshd[24326]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= user=uucp,160
1900-12-10 07:51:20,OpenSSH_2k.log,INFO,error,195.154.37.122,,,LabSZ sshd[24326]: Failed password for uucp from port 59266 ssh2,161
1900-12-10 07:51:20,OpenSSH_2k.log,ERROR,error;security,195.154.37.122,,,LabSZ sshd[24326]: : Received disconnect from : 3: com.jcraft.jsch.JSchException: Auth fail [preauth],162
1900-12-10 07:53:26,OpenSSH_2k.log,INFO,,194.190.163.22,,,LabSZ sshd[24329]: Connection closed by [preauth],163
1900-12-10 07:55:55,OpenSSH_2k.log,INFO,error,52.80.34.196,,,LabSZ sshd[24331]: Invalid user test from,164
1900-12-10 07:55:55,OpenSSH_2k.log,INFO,error,,,,LabSZ sshd[24331]: input_userauth_request: invalid user test [preauth],165
