timestamp,source_file,level,indicator_tags,ip_src,ip_dst,service,message,line_number,timestamp_iso,indicator_tags_list,indicator_tags_json,ip_src_valid,ip_dst_valid,message_raw,peer_port,day_of_week,hour_of_day,is_weekend
1900-07-01 09:12:20+00:00,Mac_2k.log,INFO,,,,,authorMacBook-Pro kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,11,1900-07-01T09:12:20.000000Z,[],[],False,False,authorMacBook-Pro kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,,Sunday,9,True
1900-07-01 09:12:21+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 symptomsd[215]: __73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,12,1900-07-01T09:12:21.000000Z,[],[],False,False,calvisitor-10-105-160-95 symptomsd[215]: __73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,,Sunday,9,True
1900-07-01 09:18:16+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 kernel[0]: ARPT: 620896.311264: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",13,1900-07-01T09:18:16.000000Z,[],[],False,False,"calvisitor-10-105-160-95 kernel[0]: ARPT: 620896.311264: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",,Sunday,9,True
1900-07-01 09:19:03+00:00,Mac_2k.log,INFO,,,,,"authorMacBook-Pro configd[53]: setting hostname to ""authorMacBook-Pro.local""",15,1900-07-01T09:19:03.000000Z,[],[],False,False,"authorMacBook-Pro configd[53]: setting hostname to ""authorMacBook-Pro.local""",,Sunday,9,True
1900-07-01 09:19:03+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: AppleCamIn::systemWakeCall - messageType = 0xE0000340,14,1900-07-01T09:19:03.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: AppleCamIn::systemWakeCall - messageType = 0xE0000340,,Sunday,9,True
1900-07-01 09:19:13+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 439034 seconds. Ignoring.",16,1900-07-01T09:19:13.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 439034 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:21:57+00:00,Mac_2k.log,INFO,,,,,authorMacBook-Pro corecaptured[31174]: CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,17,1900-07-01T09:21:57.000000Z,[],[],False,False,authorMacBook-Pro corecaptured[31174]: CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,,Sunday,9,True
1900-07-01 09:21:58+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 com.apple.WebKit.WebContent[25654]: [09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,18,1900-07-01T09:21:58.000000Z,[],[],False,False,calvisitor-10-105-160-95 com.apple.WebKit.WebContent[25654]: [09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,21,Sunday,9,True
1900-07-01 09:22:02+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2450 seconds. Ignoring.",19,1900-07-01T09:22:02.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2450 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:22:25+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,20,1900-07-01T09:22:25.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,,Sunday,9,True
1900-07-01 09:23:26+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: AirPort: Link Down on awdl0. Reason 1 (Unspecified).,21,1900-07-01T09:23:26.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: AirPort: Link Down on awdl0. Reason 1 (Unspecified).,,Sunday,9,True
1900-07-01 09:23:26+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,22,1900-07-01T09:23:26.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,,Sunday,9,True
1900-07-01 09:24:13+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 kernel[0]: PM response took 2010 ms (54, powerd)",23,1900-07-01T09:24:13.000000Z,[],[],False,False,"calvisitor-10-105-160-95 kernel[0]: PM response took 2010 ms (54, powerd)",,Sunday,9,True
1900-07-01 09:25:21+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438666 seconds. Ignoring.",24,1900-07-01T09:25:21.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438666 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:25:45+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 kernel[0]: ARPT: 621131.293163: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64",25,1900-07-01T09:25:45.000000Z,[],[],False,False,"calvisitor-10-105-160-95 kernel[0]: ARPT: 621131.293163: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64",50,Sunday,9,True
1900-07-01 09:25:59+00:00,Mac_2k.log,INFO,info,,,,"calvisitor-10-105-160-95 kernel[0]: ARPT: 621145.554555: IOPMPowerSource : onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': 0,",26,1900-07-01T09:25:59.000000Z,['info'],"[""info""]",False,False,"calvisitor-10-105-160-95 kernel[0]: ARPT: 621145.554555: IOPMPowerSource : onSleep, SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': 0,",,Sunday,9,True
1900-07-01 09:26:41+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 kernel[0]: ARPT: 621146.080894: wl0: wl_update_tcpkeep_seq: Original Seq: 3014995849, Ack: 2590995288, Win size: 4096",27,1900-07-01T09:26:41.000000Z,[],[],False,False,"calvisitor-10-105-160-95 kernel[0]: ARPT: 621146.080894: wl0: wl_update_tcpkeep_seq: Original Seq: 3014995849, Ack: 2590995288, Win size: 4096",,Sunday,9,True
1900-07-01 09:26:43+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 networkd[195]: nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,28,1900-07-01T09:26:43.000000Z,[],[],False,False,calvisitor-10-105-160-95 networkd[195]: nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,,Sunday,9,True
1900-07-01 09:26:47+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2165 seconds. Ignoring.",29,1900-07-01T09:26:47.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2165 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:27:01+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 13090 seconds. Ignoring.",30,1900-07-01T09:27:01.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 13090 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:27:06+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",31,1900-07-01T09:27:06.000000Z,[],[],False,False,"calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",,Sunday,9,True
1900-07-01 09:28:41+00:00,Mac_2k.log,INFO,,,,,"authorMacBook-Pro netbiosd[31198]: network_reachability_changed : network is not reachable, netbiosd is shutting down",32,1900-07-01T09:28:41.000000Z,[],[],False,False,"authorMacBook-Pro netbiosd[31198]: network_reachability_changed : network is not reachable, netbiosd is shutting down",,Sunday,9,True
1900-07-01 09:28:41+00:00,Mac_2k.log,INFO,,,,,authorMacBook-Pro corecaptured[31206]: CCFile::captureLogRun() Exiting CCFile::captureLogRun,33,1900-07-01T09:28:41.000000Z,[],[],False,False,authorMacBook-Pro corecaptured[31206]: CCFile::captureLogRun() Exiting CCFile::captureLogRun,,Sunday,9,True
1900-07-01 09:28:50+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 com.apple.CDScheduler[258]: Thermal pressure state: 1 Memory pressure state: 0,34,1900-07-01T09:28:50.000000Z,[],[],False,False,calvisitor-10-105-160-95 com.apple.CDScheduler[258]: Thermal pressure state: 1 Memory pressure state: 0,,Sunday,9,True
1900-07-01 09:28:53+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2039 seconds. Ignoring.",35,1900-07-01T09:28:53.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2039 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:29:02+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 sandboxd[129] ([31211]): com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder,36,1900-07-01T09:29:02.000000Z,[],[],False,False,calvisitor-10-105-160-95 sandboxd[129] ([31211]): com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder,,Sunday,9,True
1900-07-01 09:29:14+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,37,1900-07-01T09:29:14.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,,Sunday,9,True
1900-07-01 09:29:25+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: ARPT: 621241.634070: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,38,1900-07-01T09:29:25.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: ARPT: 621241.634070: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,6000,Sunday,9,True
1900-07-01 09:31:48+00:00,Mac_2k.log,INFO,,,,,authorMacBook-Pro kernel[0]: AirPort: Link Up on en0,39,1900-07-01T09:31:48.000000Z,[],[],False,False,authorMacBook-Pro kernel[0]: AirPort: Link Up on en0,,Sunday,9,True
1900-07-01 09:31:53+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds. Ignoring.",40,1900-07-01T09:31:53.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:32:03+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1849 seconds. Ignoring.",41,1900-07-01T09:32:03.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1849 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:32:13+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: Sandbox: com.apple.Addres(31229) deny(1) network-outbound /private/var/run/mDNSResponder,42,1900-07-01T09:32:13.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: Sandbox: com.apple.Addres(31229) deny(1) network-outbound /private/var/run/mDNSResponder,,Sunday,9,True
1900-07-01 09:32:28+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 mDNSResponder[91]: mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),43,1900-07-01T09:32:28.000000Z,[],[],False,False,calvisitor-10-105-160-95 mDNSResponder[91]: mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),0,Sunday,9,True
1900-07-01 09:33:13+00:00,Mac_2k.log,INFO,,,,,authorMacBook-Pro kernel[0]: AppleCamIn::systemWakeCall - messageType = 0xE0000340,46,1900-07-01T09:33:13.000000Z,[],[],False,False,authorMacBook-Pro kernel[0]: AppleCamIn::systemWakeCall - messageType = 0xE0000340,,Sunday,9,True
1900-07-01 09:33:13+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],44,1900-07-01T09:33:13.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],,Sunday,9,True
1900-07-01 09:33:13+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: AirPort: Link Up on awdl0,45,1900-07-01T09:33:13.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: AirPort: Link Up on awdl0,,Sunday,9,True
1900-07-01 09:33:58+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: ARPT: 621389.379319: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,47,1900-07-01T09:33:58.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: ARPT: 621389.379319: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,6000,Sunday,9,True
1900-07-01 09:34:42+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,48,1900-07-01T09:34:42.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,,Sunday,9,True
1900-07-01 09:34:52+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438095 seconds. Ignoring.",49,1900-07-01T09:34:52.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438095 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:35:27+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 mDNSResponder[91]: mDNS_DeregisterInterface: Frequent transitions for interface en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F),50,1900-07-01T09:35:27.000000Z,[],[],False,False,calvisitor-10-105-160-95 mDNSResponder[91]: mDNS_DeregisterInterface: Frequent transitions for interface en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F),6000,Sunday,9,True
1900-07-01 09:36:19+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,51,1900-07-01T09:36:19.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,,Sunday,9,True
1900-07-01 09:39:57+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 kernel[0]: ARPT: 621490.858770: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2119064372, Ack 3325040593, Win size 278",52,1900-07-01T09:39:57.000000Z,[],[],False,False,"calvisitor-10-105-160-95 kernel[0]: ARPT: 621490.858770: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2119064372, Ack 3325040593, Win size 278",,Sunday,9,True
1900-07-01 09:39:57+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: ARPT: 621490.890645: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],53,1900-07-01T09:39:57.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: ARPT: 621490.890645: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],,Sunday,9,True
1900-07-01 09:39:57+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,54,1900-07-01T09:39:57.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,,Sunday,9,True
1900-07-01 09:39:57+00:00,Mac_2k.log,INFO,,,,,authorMacBook-Pro kernel[0]: ARPT: 621492.770239: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],55,1900-07-01T09:39:57.000000Z,[],[],False,False,authorMacBook-Pro kernel[0]: ARPT: 621492.770239: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],,Sunday,9,True
1900-07-01 09:41:34+00:00,Mac_2k.log,INFO,,,,,authorMacBook-Pro kernel[0]: ARPT: 621542.378462: ARPT: Wake Reason: Wake on Scan offload,57,1900-07-01T09:41:34.000000Z,[],[],False,False,authorMacBook-Pro kernel[0]: ARPT: 621542.378462: ARPT: Wake Reason: Wake on Scan offload,,Sunday,9,True
1900-07-01 09:41:34+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: en0::IO80211Interface::postMessage bssid changed,56,1900-07-01T09:41:34.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: en0::IO80211Interface::postMessage bssid changed,,Sunday,9,True
1900-07-01 09:41:34+00:00,Mac_2k.log,INFO,,,,,authorMacBook-Pro symptomsd[215]: __73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,58,1900-07-01T09:41:34.000000Z,[],[],False,False,authorMacBook-Pro symptomsd[215]: __73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,,Sunday,9,True
1900-07-01 09:41:44+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[43]: com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds. Ignoring.",60,1900-07-01T09:41:44.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[43]: com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:41:44+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds. Ignoring.",59,1900-07-01T09:41:44.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:41:54+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 com.apple.CDScheduler[258]: Thermal pressure state: 0 Memory pressure state: 0,61,1900-07-01T09:41:54.000000Z,[],[],False,False,calvisitor-10-105-160-95 com.apple.CDScheduler[258]: Thermal pressure state: 0 Memory pressure state: 0,,Sunday,9,True
1900-07-01 09:41:54+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds. Ignoring.",62,1900-07-01T09:41:54.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[258]: com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:42:16+00:00,Mac_2k.log,INFO,,,,,"calvisitor-10-105-160-95 com.apple.cts[43]: com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12087 seconds. Ignoring.",63,1900-07-01T09:42:16.000000Z,[],[],False,False,"calvisitor-10-105-160-95 com.apple.cts[43]: com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12087 seconds. Ignoring.",,Sunday,9,True
1900-07-01 09:42:23+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,64,1900-07-01T09:42:23.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,,Sunday,9,True
1900-07-01 09:42:54+00:00,Mac_2k.log,INFO,,,,,calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,65,1900-07-01T09:42:54.000000Z,[],[],False,False,calvisitor-10-105-160-95 kernel[0]: IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,,Sunday,9,True
